,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Day,Month,Year,distance
23939,31.0,4.6,3.0,4.0,0,2,4,0.0,0.0,1.0,37,24,3,2022,7.7902370528029685
23940,38.0,4.6,4.0,2.0,2,3,3,1.0,0.0,1.0,26,9,3,2022,4.657857733630863
23941,36.0,5.0,3.0,1.0,1,2,4,1.0,0.0,1.0,22,7,3,2022,1.5322291887353143
23942,35.0,4.6,5.0,4.0,1,1,4,1.0,0.0,1.0,36,6,3,2022,19.910592397095474
23943,31.0,5.0,3.0,2.0,2,4,4,1.0,0.0,2.0,20,14,3,2022,11.917101549463018
23944,25.0,4.9,3.0,4.0,1,2,3,1.0,0.0,1.0,26,20,3,2022,10.906058503327996
23945,39.0,4.8,1.0,3.0,0,3,4,1.0,0.0,1.0,28,13,2,2022,6.054108966391283
23946,22.0,4.8,2.0,1.0,2,1,3,0.0,0.0,2.0,14,26,3,2022,1.5323511358883408
23947,33.0,4.9,3.0,2.0,1,1,4,1.0,0.0,2.0,34,7,3,2022,4.663419307399412
23948,39.0,4.9,6.0,2.0,2,1,3,0.0,0.0,1.0,20,5,4,2022,7.661250453808475
23949,39.0,4.5,4.0,1.0,1,4,3,0.0,0.0,2.0,20,5,4,2022,1.536833442519257
23950,30.0,4.3,5.0,4.0,1,4,4,1.0,0.0,1.0,46,16,2,2022,17.16598978604082
23951,33.0,4.8,1.0,4.0,2,3,3,1.0,0.0,1.0,38,14,3,2022,19.659851482291483
23952,26.0,4.8,6.0,2.0,0,1,4,0.0,0.0,1.0,18,10,3,2022,19.894269594418027
23953,29.0,5.0,5.0,1.0,0,2,4,0.0,0.0,1.0,20,20,3,2022,16.384502397510587
23954,30.0,4.5,3.0,1.0,0,4,4,1.0,0.0,2.0,22,2,3,2022,20.252924408847694
23955,32.0,4.7,4.0,1.0,1,2,4,1.0,0.0,1.0,21,29,3,2022,19.91626000977551
23956,36.0,4.8,4.0,4.0,2,3,3,1.0,0.0,1.0,27,26,3,2022,7.762500242365809
23957,25.0,5.0,2.0,4.0,2,3,2,1.0,0.0,2.0,18,23,3,2022,13.406506203191485
23958,33.0,4.0,2.0,1.0,0,4,4,1.0,0.0,2.0,26,13,2,2022,9.435201537430713
23959,24.0,4.5,3.0,1.0,2,4,2,0.0,0.0,2.0,13,2,4,2022,20.20634606758321
23960,24.0,4.6,1.0,2.0,2,3,3,0.0,0.0,2.0,12,11,2,2022,5.8604273809643965
23961,23.0,4.0,4.0,4.0,0,4,4,1.0,0.0,1.0,33,2,4,2022,12.099374423361004
23962,24.0,4.8,2.0,1.0,2,2,4,1.0,0.0,2.0,19,4,3,2022,17.13751702264012
23963,39.0,4.2,1.0,2.0,2,1,4,0.0,0.0,1.0,31,31,3,2022,13.681631975373133
23964,34.0,4.6,5.0,1.0,2,3,2,0.0,0.0,1.0,15,26,3,2022,1.5581398113181721
23965,27.0,4.6,3.0,4.0,2,3,3,0.0,0.0,1.0,28,10,3,2022,10.756697879102664
23966,23.0,5.0,6.0,4.0,1,2,3,1.0,0.0,1.0,22,12,3,2022,13.788957415778432
23967,22.0,4.6,3.0,2.0,0,4,4,0.0,0.0,1.0,19,5,4,2022,6.290134677634678
23968,23.0,4.6,2.0,1.0,2,3,4,0.0,0.0,1.0,11,11,2,2022,1.492347495243405
23969,30.0,4.7,6.0,1.0,2,2,3,1.0,0.0,2.0,19,1,3,2022,3.1162037143241816
23970,22.0,5.0,5.0,1.0,0,1,4,1.0,0.0,1.0,21,15,2,2022,1.4922292227424245
23971,22.0,4.9,2.0,1.0,1,4,4,0.0,0.0,2.0,12,15,3,2022,2.979527470384512
23972,33.0,4.3,3.0,2.0,1,3,3,1.0,0.0,1.0,31,11,2,2022,9.435201537430713
23973,38.0,4.7,1.0,4.0,1,1,4,2.0,0.0,1.0,38,24,3,2022,7.790172211356753
23974,34.0,4.2,3.0,4.0,0,3,4,2.0,0.0,1.0,48,12,3,2022,13.970632221183653
23975,37.0,4.7,6.0,4.0,1,2,4,1.0,0.0,1.0,22,3,4,2022,7.763607607839583
23976,35.0,4.9,6.0,4.0,1,4,3,1.0,0.0,2.0,24,28,3,2022,7.601304456856132
23977,21.0,4.6,3.0,3.0,0,2,4,1.0,0.0,1.0,16,30,3,2022,6.116971669681921
23978,29.0,4.6,4.0,2.0,2,1,3,1.0,0.0,1.0,24,13,3,2022,9.220550607824642
23979,35.0,4.8,3.0,4.0,2,2,3,1.0,0.0,1.0,27,15,3,2022,7.562267471532915
23980,31.0,4.1,2.0,1.0,0,3,4,1.0,0.0,2.0,33,11,3,2022,1.4898285870173964
23981,37.0,4.8,5.0,1.0,0,1,4,0.0,0.0,1.0,23,5,3,2022,9.327285157960466
23982,30.0,4.7,4.0,3.0,1,3,4,0.0,0.0,1.0,11,15,2,2022,6.054382229845798
23983,35.0,4.8,5.0,1.0,0,3,4,1.0,0.0,1.0,20,1,3,2022,1.5545266759914365
23984,32.0,3.9,3.0,2.0,2,1,2,2.0,0.0,2.0,38,10,3,2022,10.427321890632737
23985,28.0,5.0,6.0,2.0,0,1,4,1.0,0.0,1.0,29,18,3,2022,12.257118233178526
23986,28.0,4.6,1.0,3.0,2,1,2,1.0,0.0,1.0,30,3,3,2022,3.060475538708932
23987,30.0,4.7,4.0,4.0,0,2,4,2.0,0.0,1.0,44,4,3,2022,16.721416331329564
23988,22.0,4.3,2.0,1.0,0,2,4,1.0,0.0,2.0,23,3,4,2022,4.5282365974492125
23989,34.0,4.6,1.0,1.0,0,1,4,1.0,0.0,1.0,28,15,2,2022,1.5725337292863206
23990,39.0,4.8,3.0,4.0,2,2,3,0.0,0.0,1.0,27,17,2,2022,4.406103256823271
23991,21.0,4.7,1.0,1.0,2,3,4,1.0,0.0,1.0,13,3,3,2022,1.5525820816222442
23992,36.0,4.8,3.0,2.0,1,4,4,1.0,0.0,1.0,30,20,3,2022,14.15280068944862
23993,35.0,4.9,1.0,1.0,2,3,3,1.0,0.0,1.0,30,27,3,2022,10.586824027282663
23994,25.0,4.7,2.0,2.0,1,1,3,1.0,0.0,1.0,21,27,3,2022,19.61792943738974
23995,26.0,5.0,2.0,4.0,0,2,4,1.0,0.0,2.0,29,1,3,2022,4.539068203248832
23996,32.0,4.0,4.0,3.0,2,3,3,1.0,0.0,1.0,32,15,2,2022,3.026931485767254
23997,35.0,4.6,2.0,2.0,1,2,3,1.0,0.0,2.0,30,3,4,2022,6.037118440222238
23998,31.0,5.0,6.0,1.0,1,1,4,1.0,0.0,1.0,26,4,4,2022,13.681378564006831
23999,28.0,4.9,1.0,1.0,0,4,4,1.0,0.0,1.0,19,15,3,2022,1.5525569843008196
24000,33.0,4.9,6.0,1.0,2,1,3,1.0,0.0,2.0,12,11,2,2022,2.9303798276289434
24001,26.0,4.6,5.0,1.0,1,1,3,1.0,0.0,1.0,10,13,3,2022,1.5322347904951212
24002,32.0,4.7,4.0,4.0,1,2,4,1.0,0.0,1.0,28,15,2,2022,9.081833107521298
24003,34.0,4.7,1.0,3.0,0,3,4,1.0,0.0,2.0,32,13,2,2022,5171.595782836402
24004,33.0,4.6,1.0,1.0,0,4,4,1.0,0.0,1.0,29,1,4,2022,3.0736606152902097
24005,35.0,4.7,6.0,2.0,0,3,4,0.0,0.0,2.0,28,30,3,2022,6.210061176099969
24006,33.0,4.3,3.0,2.0,0,3,4,1.0,0.0,1.0,40,14,3,2022,17.077471212874364
24007,26.0,4.9,1.0,4.0,0,3,4,2.0,0.0,1.0,42,2,4,2022,19.972929947942678
24008,25.0,4.8,1.0,2.0,0,2,4,2.0,0.0,1.0,36,10,3,2022,12.58026782240096
24009,34.0,4.9,1.0,4.0,1,4,4,1.0,0.0,2.0,40,23,3,2022,13.68160171925099
24010,32.0,5.0,3.0,1.0,0,1,4,1.0,0.0,2.0,25,18,2,2022,20.968460294412367
24011,29.0,4.6,5.0,1.0,1,2,4,0.0,0.0,2.0,10,19,3,2022,1.5297989528625522
24012,33.0,4.8,3.0,4.0,0,3,4,3.0,0.0,1.0,48,2,4,2022,16.851738065958237
24013,25.0,4.7,2.0,1.0,1,3,3,1.0,0.0,1.0,19,5,4,2022,7.762480218802519
24014,30.0,4.7,3.0,4.0,2,4,3,1.0,0.0,1.0,19,1,3,2022,2453.7876564075086
24015,31.0,5.0,2.0,4.0,2,2,3,1.0,0.0,1.0,34,11,3,2022,7.790160607220327
24016,38.0,4.8,3.0,1.0,2,3,3,0.0,0.0,1.0,22,13,2,2022,1.5103432312089273
24017,26.0,4.8,4.0,1.0,1,2,4,0.0,0.0,1.0,14,26,3,2022,3.060475538708932
24018,26.0,4.0,4.0,4.0,0,2,4,1.0,0.0,1.0,37,12,2,2022,13.620342411997008
24019,32.0,4.7,4.0,3.0,0,1,4,0.0,0.0,2.0,35,17,3,2022,6.049757918894705
24020,30.0,4.3,2.0,1.0,0,2,4,1.0,0.0,2.0,22,5,3,2022,1.5545063790422489
24021,24.0,4.0,5.0,3.0,1,4,4,1.0,0.0,1.0,32,24,3,2022,6.1467647273410435
24022,34.0,4.7,6.0,1.0,0,4,4,1.0,0.0,1.0,29,3,4,2022,1.5527001159062177
24023,25.0,4.6,2.0,2.0,0,3,4,0.0,0.0,1.0,22,20,3,2022,10.72503463788064
24024,24.0,4.1,6.0,4.0,0,3,4,2.0,0.0,1.0,44,11,2,2022,7.8626681674103684
24025,27.0,4.2,3.0,2.0,0,2,4,1.0,0.0,1.0,34,20,3,2022,12.100062421151955
24026,24.0,4.5,1.0,2.0,0,1,4,1.0,0.0,1.0,27,11,3,2022,4.6633448430939985
24027,34.0,4.2,2.0,4.0,0,2,4,1.0,0.0,1.0,35,24,3,2022,8.937527873529593
24028,33.0,4.5,2.0,1.0,2,3,3,1.0,0.0,1.0,20,17,2,2022,1.5607149148635842
24029,24.0,4.6,5.0,2.0,2,3,3,1.0,0.0,2.0,14,21,3,2022,6.037193175495113
24030,37.0,4.8,6.0,2.0,0,1,4,0.0,0.0,1.0,33,2,3,2022,13.788747286078769
24031,38.0,3.5,5.0,1.0,1,1,3,1.0,0.0,1.0,34,16,2,2022,16.787849624233306
24032,20.0,4.9,2.0,3.0,1,4,4,0.0,0.0,1.0,14,5,4,2022,6.050486021641284
24033,32.0,4.1,5.0,1.0,0,2,4,1.0,0.0,2.0,37,27,3,2022,10.710903359654141
24034,21.0,4.0,4.0,4.0,0,3,4,1.0,0.0,2.0,31,2,3,2022,12.58026782240096
24035,25.0,4.6,3.0,1.0,1,2,3,0.0,0.0,1.0,12,11,2,2022,7.325368489858038
24036,21.0,4.7,3.0,2.0,1,4,3,1.0,0.0,1.0,25,5,4,2022,9.327028546828888
24037,31.0,4.6,5.0,1.0,2,4,3,1.0,0.0,2.0,19,3,3,2022,1.4895293820619868
24038,36.0,4.9,2.0,1.0,1,3,4,0.0,0.0,1.0,22,30,3,2022,1.5204319193289748
24039,37.0,4.9,4.0,1.0,1,4,4,1.0,0.0,1.0,28,19,3,2022,3.0190991967407927
24040,29.0,4.8,3.0,1.0,1,1,4,0.0,0.0,1.0,18,5,4,2022,9.192951167083816
24041,30.0,4.7,,,1,4,4,0.0,0.0,1.0,12,7,3,2022,3.145067434621583
24042,26.0,5.0,1.0,4.0,0,4,4,2.0,0.0,1.0,40,29,3,2022,19.97462742500754
24043,29.0,4.7,3.0,2.0,0,4,4,1.0,0.0,1.0,27,26,3,2022,4.54423097525285
24044,29.0,4.8,4.0,1.0,1,1,4,1.0,0.0,1.0,18,24,3,2022,7.7901226497639176
24045,30.0,4.7,2.0,4.0,1,1,4,0.0,0.0,2.0,31,7,3,2022,9.193027874171595
24046,28.0,4.6,1.0,1.0,1,1,4,0.0,0.0,1.0,25,8,3,2022,13.830709083522098
24047,29.0,4.8,2.0,2.0,1,1,3,0.0,0.0,1.0,19,10,3,2022,16.635223376952894
24048,39.0,4.8,3.0,4.0,2,4,2,0.0,0.0,1.0,26,11,3,2022,7.772466272035481
24049,30.0,4.6,1.0,3.0,1,2,3,1.0,0.0,1.0,28,1,3,2022,5.959032639455132
24050,34.0,3.5,1.0,1.0,2,3,3,0.0,0.0,1.0,39,20,3,2022,10.866202682035826
24051,24.0,4.8,4.0,4.0,2,3,3,1.0,0.0,1.0,26,30,3,2022,4.674318760489688
24052,34.0,4.7,6.0,1.0,2,3,3,0.0,0.0,2.0,10,15,3,2022,3.1161417126178717
24053,22.0,4.8,2.0,1.0,2,1,3,0.0,0.0,1.0,13,23,3,2022,13.631330662170539
24054,30.0,4.3,2.0,2.0,2,1,3,2.0,0.0,1.0,34,31,3,2022,10.428262034058
24055,21.0,4.8,4.0,4.0,2,1,3,0.0,0.0,2.0,23,6,3,2022,10.427367606158207
24056,22.0,4.5,6.0,1.0,0,1,4,0.0,0.0,1.0,16,17,2,2022,1.560557636453455
24057,30.0,4.5,2.0,4.0,1,1,3,1.0,0.0,1.0,30,27,3,2022,12.419602041029952
24058,36.0,4.6,3.0,4.0,1,4,4,1.0,0.0,1.0,25,28,3,2022,9.435201537430713
24059,30.0,4.9,6.0,2.0,0,1,4,1.0,0.0,1.0,24,15,3,2022,8.938588654178862
24060,37.0,3.7,3.0,4.0,1,3,3,1.0,0.0,1.0,32,6,3,2022,10.866277692518208
24061,20.0,4.8,3.0,3.0,2,4,3,1.0,0.0,2.0,26,17,2,2022,3.145067434621583
24062,37.0,5.0,5.0,1.0,2,4,2,0.0,0.0,1.0,17,19,3,2022,3.0253447684077948
24063,31.0,4.9,1.0,3.0,1,2,3,1.0,0.0,1.0,30,5,3,2022,3.0406667980769306
24064,33.0,4.6,1.0,2.0,2,4,4,1.0,0.0,1.0,30,23,3,2022,16.384324359677176
24065,29.0,4.8,6.0,1.0,0,4,4,1.0,0.0,2.0,15,3,3,2022,3.0188764660304765
24066,22.0,5.0,1.0,4.0,1,4,4,1.0,0.0,1.0,35,16,3,2022,17.07661742698182
24067,22.0,4.6,3.0,2.0,0,1,4,1.0,0.0,1.0,21,7,3,2022,7.64950631832897
24068,25.0,4.8,3.0,1.0,1,2,3,1.0,0.0,1.0,19,21,3,2022,2.9794101120234657
24069,28.0,4.8,4.0,4.0,0,4,4,1.0,0.0,1.0,24,13,3,2022,4.663493139918864
24070,23.0,4.9,3.0,3.0,1,3,4,0.0,0.0,2.0,18,11,3,2022,5.960345509793814
24071,29.0,4.6,2.0,4.0,0,4,4,0.0,0.0,1.0,30,25,3,2022,13.971216616782916
24072,26.0,4.9,1.0,1.0,0,3,4,1.0,0.0,1.0,21,8,3,2022,14.021848812228113
24073,27.0,4.6,3.0,2.0,1,2,3,0.0,0.0,1.0,28,11,3,2022,6.037193175495113
24074,29.0,4.6,3.0,1.0,2,1,2,0.0,0.0,1.0,18,26,3,2022,7.546676276224407
24075,36.0,4.8,3.0,1.0,2,3,4,1.0,0.0,1.0,28,18,2,2022,10.569566051096631
24076,34.0,4.7,1.0,1.0,0,1,4,1.0,0.0,1.0,42,31,3,2022,10.58713106938141
24077,20.0,4.7,2.0,2.0,0,4,4,0.0,0.0,1.0,17,26,3,2022,9.31574536154532
24078,34.0,4.5,1.0,1.0,2,2,3,0.0,0.0,1.0,26,25,3,2022,10.88132949340842
24079,34.0,4.6,3.0,2.0,1,3,3,1.0,0.0,1.0,31,17,2,2022,7.631714121877287
24080,38.0,4.8,6.0,2.0,2,3,4,0.0,0.0,2.0,18,2,4,2022,17.09765154986503
24081,35.0,4.8,4.0,4.0,2,4,3,0.0,0.0,1.0,33,7,3,2022,8.937788557677608
24082,29.0,5.0,4.0,4.0,2,1,4,0.0,0.0,2.0,28,2,3,2022,19.883974328360555
24083,27.0,5.0,5.0,2.0,1,3,3,1.0,0.0,2.0,11,17,2,2022,7.325368489858038
24084,20.0,4.9,1.0,2.0,2,2,2,1.0,0.0,1.0,36,6,4,2022,12.463941144205046
24085,34.0,4.0,4.0,3.0,0,4,4,0.0,0.0,1.0,45,28,3,2022,6.118630884411828
24086,29.0,4.6,4.0,3.0,2,2,4,0.0,0.0,1.0,12,11,3,2022,6.217824017921914
24087,30.0,4.5,6.0,4.0,1,4,3,0.0,0.0,1.0,24,29,3,2022,14.022182614283688
24088,29.0,4.9,5.0,1.0,1,4,3,1.0,0.0,1.0,12,26,3,2022,9.193027874171595
24089,20.0,4.5,1.0,3.0,0,4,4,0.0,0.0,1.0,24,15,2,2022,6.290134677634678
24090,28.0,4.5,3.0,1.0,2,3,3,1.0,0.0,1.0,18,1,4,2022,3.145067434621583
24091,21.0,4.9,4.0,1.0,2,1,2,1.0,0.0,1.0,18,14,3,2022,10.757554773158116
24092,25.0,2.6,6.0,1.0,2,4,3,1.0,0.0,1.0,34,14,3,2022,20.252967850083508
24093,36.0,5.0,4.0,4.0,0,1,4,1.0,0.0,1.0,34,11,3,2022,9.177683834696076
24094,37.0,4.3,5.0,2.0,2,3,3,1.0,0.0,1.0,42,31,3,2022,13.611566722125016
24095,39.0,4.6,2.0,1.0,1,2,3,1.0,0.0,1.0,15,27,3,2022,12.465199139447055
24096,34.0,4.6,1.0,2.0,2,4,3,1.0,0.0,1.0,43,25,3,2022,12.464369459117105
24097,34.0,4.7,6.0,1.0,1,3,4,0.0,0.0,1.0,16,24,3,2022,3.1089998000392547
24098,33.0,4.9,2.0,1.0,1,4,4,1.0,0.0,2.0,15,25,3,2022,17.07651409817472
24099,32.0,4.9,6.0,2.0,1,3,3,1.0,0.0,2.0,24,18,3,2022,19.362825446415616
24100,24.0,4.6,3.0,4.0,0,3,4,0.0,0.0,1.0,27,19,3,2022,7.790424984867233
24101,36.0,4.7,4.0,1.0,2,4,3,1.0,0.0,2.0,20,29,3,2022,12.464329297636855
24102,28.0,4.6,3.0,4.0,2,2,3,1.0,0.0,2.0,25,6,4,2022,16.39381188080044
24103,36.0,4.3,4.0,2.0,2,2,3,1.0,0.0,1.0,34,24,3,2022,4.544228016639861
24104,22.0,4.6,2.0,1.0,1,2,3,1.0,0.0,2.0,11,17,3,2022,1.5725337292863206
24105,31.0,4.9,6.0,4.0,1,1,4,1.0,0.0,1.0,30,8,3,2022,11.007734763744619
24106,20.0,4.8,6.0,4.0,2,3,3,1.0,0.0,2.0,14,1,3,2022,7.790439155314433
24107,37.0,4.8,5.0,2.0,2,4,4,2.0,0.0,1.0,44,14,3,2022,13.611163547774316
24108,39.0,4.8,4.0,4.0,1,2,4,1.0,0.0,1.0,33,13,3,2022,4.595393825646219
24109,21.0,2.6,6.0,1.0,1,2,4,0.0,0.0,1.0,37,31,3,2022,19.76008092047381
24110,24.0,4.9,4.0,2.0,0,2,4,1.0,0.0,1.0,31,10,3,2022,11.91660643888762
24111,23.0,4.8,2.0,2.0,1,4,3,1.0,0.0,1.0,24,16,2,2022,20.070790105765074
24112,38.0,4.8,4.0,3.0,2,2,3,1.0,0.0,1.0,30,17,3,2022,6.2091416432126145
24113,21.0,4.7,3.0,4.0,0,4,4,1.0,0.0,1.0,27,2,4,2022,10.642018863256776
24114,20.0,4.6,2.0,2.0,2,2,3,1.0,0.0,2.0,17,6,3,2022,10.427571382480743
24115,34.0,4.3,2.0,1.0,0,2,4,1.0,0.0,1.0,28,11,2,2022,2.9765489161050946
24116,33.0,3.7,6.0,4.0,1,4,3,1.0,0.0,1.0,33,14,3,2022,12.420345124241244
24117,39.0,4.6,5.0,4.0,2,4,2,1.0,0.0,1.0,35,13,3,2022,9.435201537430713
24118,36.0,5.0,6.0,2.0,0,4,4,1.0,0.0,1.0,22,11,2,2022,4.579014167492638
24119,30.0,4.7,,,3,3,4,1.0,0.0,1.0,20,13,3,2022,9.191516816253756
24120,25.0,5.0,6.0,4.0,1,4,4,1.0,0.0,1.0,17,10,3,2022,13.61234086526925
24121,28.0,4.8,3.0,1.0,2,4,3,0.0,0.0,1.0,16,20,3,2022,13.829770499572875
24122,33.0,4.9,5.0,1.0,0,2,4,0.0,0.0,1.0,44,16,3,2022,19.89051422303527
24123,35.0,3.6,6.0,4.0,1,4,4,0.0,0.0,2.0,31,14,3,2022,13.583332471810742
24124,37.0,4.9,4.0,1.0,0,4,4,0.0,0.0,1.0,25,12,3,2022,17.074283280249873
24125,35.0,4.6,6.0,1.0,1,2,4,1.0,0.0,1.0,25,10,3,2022,13.788947117365018
24126,27.0,5.0,3.0,1.0,1,1,4,1.0,0.0,2.0,13,24,3,2022,1.5367515001851497
24127,33.0,4.2,2.0,4.0,0,2,4,1.0,0.0,2.0,32,13,3,2022,9.121874081415614
24128,22.0,4.9,5.0,4.0,0,1,4,0.0,0.0,1.0,27,3,3,2022,4.469351491410609
24129,31.0,4.1,2.0,1.0,0,4,4,0.0,0.0,1.0,32,11,3,2022,9.326113870790188
24130,35.0,4.9,6.0,4.0,0,3,4,1.0,0.0,2.0,28,5,4,2022,9.175127291638901
24131,23.0,4.9,1.0,1.0,1,1,4,0.0,0.0,1.0,14,1,4,2022,1.5204704557277704
24132,39.0,4.8,2.0,2.0,2,2,4,1.0,0.0,1.0,29,15,2,2022,6.290134677634678
24133,30.0,4.7,6.0,4.0,2,4,4,1.0,0.0,2.0,20,1,4,2022,7.648080628608015
24134,30.0,4.7,1.0,4.0,1,2,3,1.0,0.0,1.0,41,14,2,2022,20.885944899482514
24135,36.0,4.7,5.0,2.0,0,2,4,2.0,0.0,1.0,38,2,4,2022,16.830461294557907
24136,30.0,4.6,6.0,4.0,1,3,4,0.0,0.0,1.0,17,13,3,2022,7.562317945109373
24137,34.0,4.9,6.0,1.0,2,3,3,1.0,0.0,1.0,16,15,2,2022,1.5134482403497882
24138,22.0,4.9,2.0,1.0,1,3,3,1.0,0.0,1.0,16,4,3,2022,12.58026782240096
24139,33.0,4.6,6.0,1.0,0,2,4,1.0,0.0,1.0,25,15,3,2022,7.646049300624619
24140,28.0,4.7,3.0,1.0,1,2,4,1.0,0.0,2.0,18,28,3,2022,1.5725337292863206
24141,21.0,4.6,1.0,3.0,1,1,4,1.0,0.0,1.0,23,15,3,2022,6.232807160866213
24142,30.0,4.7,5.0,4.0,0,1,4,1.0,0.0,1.0,44,16,3,2022,4971.067263864035
24143,25.0,4.6,5.0,4.0,0,3,4,1.0,0.0,1.0,29,1,3,2022,7.546676276224407
24144,25.0,4.7,4.0,4.0,1,1,4,0.0,0.0,1.0,13,19,3,2022,7.448627554424468
24145,23.0,4.7,2.0,2.0,2,1,3,1.0,0.0,1.0,28,14,2,2022,13.589987199022492
24146,21.0,4.8,5.0,1.0,0,1,4,0.0,0.0,1.0,21,6,4,2022,14.15280068944862
24147,26.0,4.7,2.0,1.0,1,4,4,1.0,0.0,2.0,11,12,2,2022,11.720114258240434
24148,28.0,4.8,5.0,3.0,0,1,4,1.0,0.0,2.0,26,5,3,2022,3.040891552952415
24149,21.0,4.7,3.0,1.0,2,4,2,0.0,0.0,1.0,11,27,3,2022,10.427215010406718
24150,29.0,4.9,6.0,2.0,0,3,4,1.0,0.0,2.0,22,28,3,2022,7.601066543768449
24151,22.0,4.8,1.0,4.0,1,3,3,1.0,0.0,1.0,21,28,3,2022,4.52822500931378
24152,36.0,4.7,4.0,2.0,2,1,2,1.0,0.0,1.0,30,18,2,2022,16.647321830787615
24153,33.0,5.0,5.0,2.0,1,1,4,1.0,0.0,1.0,17,5,3,2022,6.290134677634678
24154,35.0,4.2,5.0,2.0,1,3,4,1.0,0.0,1.0,35,10,3,2022,10.707006464770876
24155,34.0,4.8,6.0,1.0,0,3,4,1.0,0.0,1.0,23,30,3,2022,9.315729044610324
24156,38.0,4.6,6.0,2.0,2,2,2,1.0,0.0,2.0,22,11,3,2022,7.683850219127171
24157,29.0,4.5,2.0,4.0,1,2,3,0.0,0.0,2.0,19,16,3,2022,17.073624954198024
24158,22.0,4.8,6.0,2.0,0,4,4,1.0,0.0,2.0,18,21,3,2022,6.217851597564562
24159,36.0,4.9,3.0,4.0,0,4,4,1.0,0.0,1.0,49,21,3,2022,4.469223038792755
24160,22.0,4.4,4.0,4.0,0,4,4,1.0,0.0,2.0,36,3,4,2022,9.314781588432984
24161,34.0,4.8,5.0,1.0,2,1,3,1.0,0.0,1.0,19,7,3,2022,3.0593634547238002
24162,28.0,4.7,4.0,2.0,1,1,4,1.0,0.0,1.0,25,11,2,2022,5.952987295249576
24163,27.0,4.5,2.0,1.0,2,3,2,1.0,0.0,2.0,18,12,3,2022,20.17741678822209
24164,32.0,4.8,2.0,1.0,0,3,4,1.0,0.0,2.0,24,8,3,2022,12.416871691607229
24165,34.0,5.0,5.0,4.0,2,1,4,3.0,1.0,1.0,47,14,3,2022,10.868667520702907
24166,30.0,4.3,6.0,2.0,0,4,4,0.0,0.0,1.0,33,12,3,2022,13.611428630407518
24167,38.0,4.4,4.0,3.0,1,3,3,1.0,0.0,1.0,33,17,3,2022,1.554551173299148
24168,26.0,4.2,4.0,3.0,0,4,4,2.0,0.0,1.0,38,17,3,2022,6.05882516928704
24169,23.0,4.9,4.0,4.0,2,4,4,0.0,0.0,1.0,25,10,3,2022,16.38446703586354
24170,33.0,4.9,1.0,4.0,1,2,3,0.0,0.0,2.0,49,29,3,2022,10.565155904264323
24171,34.0,4.9,3.0,2.0,2,1,4,0.0,0.0,1.0,26,12,2,2022,16.112773223613402
24172,38.0,4.7,4.0,4.0,0,4,4,0.0,0.0,1.0,33,3,3,2022,7.8626681674103684
24173,38.0,4.0,1.0,3.0,0,1,4,2.0,0.0,1.0,34,17,2,2022,6.040113680144417
24174,32.0,4.8,6.0,1.0,0,2,4,1.0,0.0,1.0,24,30,3,2022,4.5375531147317965
24175,23.0,4.8,5.0,2.0,2,1,2,0.0,0.0,1.0,25,16,2,2022,10.808630377209425
24176,27.0,4.7,6.0,1.0,2,3,2,1.0,0.0,2.0,21,28,3,2022,3.018826787154069
24177,31.0,5.0,6.0,3.0,2,4,3,1.0,0.0,1.0,15,15,2,2022,3.0882114310657927
24178,37.0,4.1,5.0,3.0,1,4,4,1.0,0.0,1.0,32,17,3,2022,3.025153366886616
24179,26.0,4.9,2.0,1.0,2,1,3,0.0,0.0,1.0,16,17,3,2022,4.5891245712574165
24180,28.0,4.4,5.0,4.0,1,3,4,1.0,0.0,1.0,43,23,3,2022,14.022253362357478
24181,28.0,4.1,4.0,1.0,0,2,4,0.0,0.0,1.0,26,11,3,2022,7.7631027847272
24182,30.0,4.7,6.0,4.0,2,2,3,1.0,0.0,1.0,24,17,3,2022,8.938176353487508
24183,24.0,4.6,5.0,4.0,1,4,3,1.0,0.0,1.0,34,6,4,2022,10.88095073745088
24184,24.0,4.6,4.0,1.0,1,1,3,1.0,0.0,2.0,16,3,3,2022,1.4897806686907549
24185,26.0,5.0,4.0,1.0,2,2,3,0.0,0.0,1.0,17,4,4,2022,13.829131656291406
24186,20.0,4.8,1.0,2.0,2,2,3,1.0,0.0,1.0,25,12,3,2022,16.635416274182578
24187,26.0,4.8,1.0,4.0,1,2,3,0.0,0.0,1.0,23,3,4,2022,7.8626681674103684
24188,33.0,4.0,2.0,4.0,0,3,4,1.0,0.0,1.0,39,31,3,2022,10.86487049885657
24189,27.0,4.8,5.0,4.0,0,2,4,1.0,0.0,1.0,46,18,3,2022,10.641495972351645
24190,30.0,4.7,5.0,4.0,1,4,3,1.0,0.0,1.0,38,12,3,2022,12.162306145096261
24191,37.0,4.6,5.0,4.0,0,2,4,1.0,0.0,1.0,47,18,2,2022,10.92456962686083
24192,37.0,4.8,4.0,4.0,0,4,4,0.0,0.0,2.0,48,28,3,2022,4.657651549280557
24193,36.0,4.8,5.0,1.0,2,1,3,0.0,0.0,1.0,19,30,3,2022,3.0589506421329244
24194,36.0,4.6,6.0,1.0,0,4,4,1.0,0.0,1.0,21,9,3,2022,1.5324173514300854
