,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Day,Month,Year
24714,26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,10,,21,3,2022
24715,38.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,,3,3,2022
24716,30.0,3.7,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,35,,10,3,2022
24717,27.0,4.6,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,,12,2,2022
24718,25.0,4.5,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,13,,24,3,2022
24719,26.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,,10,3,2022
24720,22.0,4.6,Fog,Low,0,Snack,motorcycle,,No,Urban,20,,12,2,2022
24721,31.0,5.0,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,43,,29,3,2022
24722,34.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,50,,20,3,2022
24723,33.0,4.8,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,,17,3,2022
24724,37.0,4.7,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,,17,2,2022
24725,23.0,4.2,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,31,,19,3,2022
24726,39.0,4.6,Stormy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,45,,5,3,2022
24727,,,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,,5,3,2022
24728,31.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,40,,4,4,2022
24729,33.0,5.0,Cloudy,Jam,2,Buffet,motorcycle,2.0,Yes,Metropolitian,45,,18,3,2022
24730,29.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,10,,5,3,2022
24731,24.0,4.8,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,,9,3,2022
24732,37.0,4.7,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,,14,3,2022
24733,39.0,4.5,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,21,,6,4,2022
24734,26.0,4.7,Stormy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,26,,17,3,2022
24735,31.0,4.5,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,35,,10,3,2022
24736,23.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,,29,3,2022
24737,39.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,,30,3,2022
24738,24.0,4.5,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,28,,16,3,2022
24739,26.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,,13,2,2022
24740,30.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,29,,12,3,2022
24741,39.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,,16,2,2022
24742,35.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,,5,4,2022
24743,38.0,4.9,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,16,,30,3,2022
24744,30.0,4.4,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,49,,31,3,2022
24745,22.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Urban,13,,19,3,2022
24746,36.0,4.5,Windy,Low,0,Meal,motorcycle,,No,Metropolitian,23,,17,2,2022
24747,39.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,42,,27,3,2022
24748,37.0,4.5,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,,13,2,2022
24749,39.0,4.1,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,,5,4,2022
24750,28.0,4.6,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,,24,3,2022
24751,32.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,,5,4,2022
24752,26.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,,11,2,2022
24753,32.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,,14,3,2022
24754,39.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,,5,4,2022
24755,24.0,4.4,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,,31,3,2022
24756,21.0,5.0,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,,29,3,2022
24757,21.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,,18,3,2022
24758,25.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,,23,3,2022
24759,32.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,24,,3,3,2022
24760,32.0,4.4,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,33,,2,4,2022
24761,29.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,21,,14,3,2022
24762,27.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,24,,7,3,2022
24763,22.0,4.3,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,31,,25,3,2022
24764,28.0,4.8,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,,15,3,2022
24765,34.0,4.3,Fog,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,48,,25,3,2022
24766,29.0,4.6,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,20,,1,3,2022
24767,20.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,,26,3,2022
24768,23.0,4.1,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,,18,3,2022
24769,27.0,4.1,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,36,,25,3,2022
24770,22.0,4.7,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,28,,5,3,2022
24771,31.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,44,,14,2,2022
24772,20.0,4.7,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,,8,3,2022
24773,22.0,4.9,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,,2,3,2022
24774,22.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,16,,31,3,2022
24775,29.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,,2,3,2022
24776,20.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,,2,4,2022
24777,32.0,4.3,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,44,,6,4,2022
24778,29.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,,16,3,2022
24779,33.0,4.1,Stormy,Jam,1,Snack,scooter,0.0,No,Urban,34,,16,2,2022
24780,32.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,25,,20,3,2022
24781,26.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,,2,3,2022
24782,37.0,4.5,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,30,,16,3,2022
24783,30.0,4.6,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,17,,26,3,2022
24784,27.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,,3,4,2022
24785,35.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,,3,3,2022
24786,34.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,,9,3,2022
24787,21.0,4.8,Stormy,High,2,Buffet,scooter,1.0,No,Urban,16,,3,4,2022
24788,29.0,4.7,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,18,,7,3,2022
24789,26.0,4.5,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,12,,1,3,2022
24790,24.0,5.0,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,15,,16,3,2022
24791,33.0,5.0,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,33,,24,3,2022
24792,25.0,4.5,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,,9,3,2022
24793,39.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Urban,27,,31,3,2022
24794,37.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,,9,3,2022
24795,29.0,4.6,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,14,,24,3,2022
24796,34.0,3.5,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,33,,10,3,2022
24797,22.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,,16,3,2022
24798,22.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,,11,2,2022
24799,28.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,,6,4,2022
24800,39.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,,11,3,2022
24801,31.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,24,,2,3,2022
24802,22.0,4.9,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,18,,5,3,2022
24803,20.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,23,,31,3,2022
24804,20.0,4.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,20,,14,2,2022
24805,30.0,4.7,Cloudy,High,1,Drinks,scooter,2.0,No,Metropolitian,38,,15,2,2022
24806,31.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,,4,3,2022
24807,34.0,4.1,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,35,,2,3,2022
24808,29.0,4.9,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,29,,11,2,2022
24809,36.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41,,2,4,2022
24810,,,,,3,Drinks,bicycle,1.0,No,Urban,19,,26,3,2022
24811,37.0,3.9,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,35,,12,2,2022
24812,22.0,4.5,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,20,,13,3,2022
24813,25.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,,21,3,2022
24814,,,,,3,Snack,scooter,1.0,No,Metropolitian,30,,21,3,2022
24815,30.0,4.9,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,30,,24,3,2022
24816,27.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,,15,2,2022
24817,23.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,15,,3,3,2022
24818,35.0,4.3,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,,2,3,2022
24819,32.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,,9,3,2022
24820,38.0,4.7,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,24,,11,3,2022
24821,25.0,4.4,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,46,,11,2,2022
24822,33.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,,17,2,2022
24823,26.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,26,,6,4,2022
24824,22.0,4.8,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16,,31,3,2022
24825,27.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,10,,17,2,2022
24826,28.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,,5,4,2022
24827,34.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,17,,1,4,2022
24828,37.0,4.7,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,43,,18,3,2022
24829,33.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,,1,4,2022
24830,24.0,4.5,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,,14,3,2022
24831,30.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,,26,3,2022
24832,33.0,4.7,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,42,,31,3,2022
24833,38.0,4.4,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,43,,16,2,2022
24834,23.0,4.2,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,,18,2,2022
24835,38.0,4.8,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,,15,3,2022
24836,32.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,,25,3,2022
24837,31.0,4.6,Sunny,High,2,Snack,motorcycle,1.0,No,Metropolitian,21,,3,3,2022
24838,39.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,,3,4,2022
24839,30.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,17,,5,4,2022
24840,26.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,,22,,13,2,2022
24841,24.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,,3,4,2022
24842,36.0,4.1,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,,3,4,2022
24843,33.0,5.0,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20,,25,3,2022
24844,23.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,,3,4,2022
24845,20.0,4.6,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Urban,24,,5,4,2022
24846,26.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,,4,3,2022
24847,38.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,29,,13,3,2022
24848,34.0,4.9,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,32,,24,3,2022
24849,23.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,,26,3,2022
24850,36.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,,11,2,2022
24851,20.0,4.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,31,,14,2,2022
24852,38.0,4.9,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,28,,3,3,2022
24853,,,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,,26,3,2022
24854,,,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,24,,16,2,2022
24855,37.0,3.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,,16,2,2022
24856,39.0,4.2,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,32,,11,2,2022
24857,38.0,4.8,Windy,Jam,2,Snack,motorcycle,0.0,No,Urban,27,,20,3,2022
24858,37.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,,2,3,2022
24859,35.0,4.1,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,52,,31,3,2022
24860,31.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,,19,3,2022
24861,35.0,4.1,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31,,3,3,2022
24862,38.0,,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,,15,2,2022
24863,39.0,4.6,Cloudy,Jam,2,Snack,motorcycle,1.0,Yes,Semi-Urban,47,,29,3,2022
24864,39.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,,1,4,2022
24865,34.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,35,,12,3,2022
24866,39.0,4.9,Sunny,Low,2,Drinks,scooter,0.0,No,Urban,10,,26,3,2022
24867,36.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,38,,6,4,2022
24868,38.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,30,,13,2,2022
24869,22.0,4.6,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,,15,3,2022
24870,30.0,4.1,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,32,,9,3,2022
24871,30.0,4.2,Sandstorms,Medium,0,Meal,motorcycle,0.0,Yes,Metropolitian,43,,18,3,2022
24872,22.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,43,,6,3,2022
24873,27.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,,28,3,2022
24874,32.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,,24,3,2022
24875,,,,,3,Meal,bicycle,1.0,No,Urban,11,,11,2,2022
24876,37.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,,13,3,2022
24877,31.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,30,,9,3,2022
24878,20.0,4.9,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,18,,24,3,2022
24879,39.0,4.5,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,24,,28,3,2022
24880,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,32,,9,3,2022
24881,32.0,4.5,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,25,,15,3,2022
24882,35.0,4.5,Cloudy,High,1,Meal,motorcycle,0.0,No,Metropolitian,28,,26,3,2022
24883,38.0,4.8,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,22,,18,2,2022
24884,36.0,4.7,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,43,,4,3,2022
24885,34.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,49,,3,3,2022
24886,29.0,4.4,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,38,,16,3,2022
24887,24.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,,3,4,2022
24888,33.0,4.6,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,27,,2,4,2022
24889,26.0,4.5,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,14,,13,3,2022
24890,20.0,4.7,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,19,,5,4,2022
24891,28.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,45,,25,3,2022
24892,36.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,,18,3,2022
24893,38.0,5.0,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,21,,21,3,2022
24894,20.0,4.8,Cloudy,High,1,Buffet,motorcycle,,No,Metropolitian,27,,9,3,2022
24895,28.0,4.7,Stormy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,,13,2,2022
24896,35.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,,31,3,2022
24897,34.0,4.1,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,,26,3,2022
24898,25.0,4.2,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,,31,3,2022
24899,31.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,36,,29,3,2022
24900,27.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,,7,3,2022
24901,23.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,,13,2,2022
24902,29.0,4.5,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,28,,16,3,2022
24903,29.0,4.9,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,,9,3,2022
24904,23.0,4.6,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,22,,5,4,2022
24905,29.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,,30,3,2022
24906,25.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,15,,27,3,2022
24907,38.0,4.6,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,,23,3,2022
24908,26.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,,12,3,2022
24909,50.0,6.0,,,3,Buffet,scooter,1.0,No,Metropolitian,41,,12,2,2022
24910,29.0,4.7,Sandstorms,High,1,Drinks,scooter,0.0,,Metropolitian,11,,1,4,2022
24911,35.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33,,9,3,2022
24912,24.0,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,,12,2,2022
24913,30.0,4.3,Cloudy,High,2,Snack,motorcycle,1.0,No,Metropolitian,38,,30,3,2022
24914,32.0,4.0,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,,17,3,2022
24915,30.0,5.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,,23,3,2022
24916,26.0,4.8,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,41,,2,3,2022
24917,30.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,29,,1,3,2022
24918,27.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,39,,23,3,2022
24919,39.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,27,,9,3,2022
24920,37.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,,2,4,2022
24921,24.0,4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,,28,3,2022
24922,28.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,23,,2,4,2022
24923,29.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,,29,3,2022
24924,38.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,,4,3,2022
24925,20.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,38,,2,3,2022
24926,35.0,4.0,Cloudy,High,2,Meal,electric_scooter,2.0,No,Metropolitian,36,,26,3,2022
24927,28.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,,6,3,2022
24928,25.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,13,,15,3,2022
24929,28.0,4.8,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,29,,2,3,2022
24930,29.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,41,,4,4,2022
24931,22.0,4.5,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,,29,3,2022
24932,23.0,4.6,Windy,Jam,1,Drinks,motorcycle,,No,Metropolitian,26,,14,2,2022
24933,36.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,21,,5,3,2022
24934,27.0,4.6,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,35,,4,3,2022
24935,27.0,4.6,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,,5,4,2022
24936,28.0,4.7,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,,18,3,2022
24937,23.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,21,,1,3,2022
24938,37.0,4.8,Sunny,High,2,Meal,motorcycle,1.0,No,Metropolitian,21,,21,3,2022
24939,30.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,,8,3,2022
24940,31.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,26,,11,2,2022
24941,36.0,4.0,Windy,High,0,Buffet,motorcycle,2.0,No,Urban,39,,13,3,2022
24942,35.0,4.8,Cloudy,High,1,Buffet,motorcycle,2.0,No,Metropolitian,39,,26,3,2022
24943,34.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,46,,12,2,2022
24944,26.0,4.9,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,,17,3,2022
24945,23.0,4.8,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,27,,9,3,2022
24946,35.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,,2,3,2022
24947,37.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,,13,2,2022
24948,25.0,4.5,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,10,,3,4,2022
24949,27.0,4.5,Sunny,Jam,1,Meal,scooter,,No,Metropolitian,19,,18,3,2022
24950,32.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,,5,4,2022
24951,31.0,4.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,,16,2,2022
24952,26.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,,11,3,2022
24953,27.0,4.9,Sunny,Jam,2,Meal,scooter,0.0,No,,10,,11,3,2022
24954,33.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,48,,27,3,2022
24955,31.0,4.1,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,35,,16,3,2022
24956,37.0,5.0,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,,14,2,2022
24957,32.0,4.5,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,21,,11,2,2022
24958,31.0,4.6,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,43,,2,4,2022
24959,22.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,19,,11,3,2022
24960,24.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,,1,4,2022
24961,31.0,4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,40,,23,3,2022
24962,32.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,,2,4,2022
24963,28.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,,27,3,2022
24964,32.0,4.7,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,26,,1,4,2022
24965,32.0,4.0,Fog,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,45,,6,4,2022
24966,29.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,16,,24,3,2022
24967,37.0,4.9,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,46,,14,2,2022
24968,28.0,4.9,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,,2,4,2022
24969,24.0,4.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,27,,16,3,2022
24970,38.0,5.0,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,45,,20,3,2022
24971,,,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,,30,3,2022
